,PROFILE,X,Y,Z,S
2176,Y,-6113.515064224138,-2914.9173312546573,-363.3870050846506,1.0
167,AC,-5472.730632171717,-2913.81533402834,-276.3015364877311,1.0
485,AH,-5885.860417841026,-2912.845078020342,-249.28670266442515,1.0
91,AB,-5676.844067938457,-2912.6519019399248,-215.56881967964586,1.0
2242,Z,-5969.39275227737,-2912.5732275696787,-279.01033807716954,1.0
2010,V,-6524.855819013085,-2912.5284289210845,-447.9352571003566,1.0
2122,X,-6235.643953252692,-2909.6194104335395,-396.49669481791096,1.0
621,AJ,-6050.733537490213,-2908.892595744923,-274.3356237935592,1.0
817,AM,-6283.976254135601,-2908.406471457113,-304.0235028302098,1.0
549,AI,-5970.134581021963,-2907.6646204520807,-282.6387387022048,1.0
620,AJ,-6052.84218817582,-2907.276930190136,-312.94880225191025,1.0
696,AK,-6123.9873119734975,-2907.0034119924135,-246.88995240521038,1.0
422,AG,-5815.920160713665,-2906.51686859421,-253.82812021039678,1.0
92,AB,-5659.535776559853,-2906.3621924835925,-196.2764985630791,1.0
231,AD,-5567.879690406102,-2905.959608977541,-184.7794285443887,1.0
2243,Z,-5951.101873758286,-2905.900385406304,-316.765175352916,1.0
36,AA,-5807.116917414028,-2905.733766665444,-249.53759463696235,1.0
619,AJ,-6057.1803166257005,-2903.9530203758864,-342.855718835007,1.0
548,AI,-5975.181558589149,-2903.7930427377382,-340.3354214186138,1.0
166,AC,-5487.0873231300075,-2902.8232172700914,-297.9993550131786,1.0
695,AK,-6130.395552925764,-2902.0949721140823,-334.7220478411129,1.0
2066,W,-6355.223479443698,-2901.3451792568694,-434.1972080714663,1.0
361,AF,-5741.942095651662,-2899.4264428786682,-246.5021106457369,1.0
1097,AU,-6963.387478470783,-2899.0749244785984,-424.5905794279776,1.0
1002,AR,-6712.576101414383,-2898.8767137416353,-453.0366916136319,1.0
2244,Z,-5930.475566385514,-2898.375536702719,-343.8571716563756,1.0
302,AE,-5662.927351938972,-2897.4648273940707,-199.4677240446357,1.0
93,AB,-5633.681517256575,-2896.9669393260624,-185.42238874853825,1.0
618,AJ,-6068.031375330624,-2895.6388496589507,-359.5132053586853,1.0
816,AM,-6301.326575190848,-2895.1226318991894,-344.3400426080575,1.0
694,AK,-6139.501145019096,-2895.120476042594,-354.24346492743757,1.0
761,AL,-6219.913127446895,-2895.113281592698,-361.8965898428456,1.0
866,AN,-6385.56664646592,-2895.039655557594,-439.43063087424844,1.0
941,AP,-6552.657055283082,-2893.7514385945806,-454.6648765382239,1.0
484,AH,-5910.872497083678,-2893.6875418357126,-273.34236170138604,1.0
2011,V,-6469.129070632687,-2892.150016601736,-448.84962314764624,1.0
483,AH,-5913.813691837761,-2891.4347885007837,-340.99944838445964,1.0
2123,X,-6184.94823761388,-2891.1686300450638,-368.8537496658547,1.0
909,AO,-6473.51206977672,-2891.110140060532,-448.30176437640773,1.0
1067,AT,-6887.562889783657,-2890.4471111728135,-451.3171133603891,1.0
2177,Y,-6043.937229732554,-2889.5943758937688,-373.3254018631624,1.0
1035,AS,-6806.113589416378,-2889.5270236765855,-452.44732429360255,1.0
2067,W,-6322.4164840310905,-2889.405024947255,-400.51184659123965,1.0
971,AQ,-6639.039784911454,-2889.3902215215735,-456.4618798128141,1.0
2245,Z,-5905.106781617839,-2889.1205467658115,-318.5461902164437,1.0
37,AA,-5757.82407345104,-2887.7729900379277,-249.64347167714874,1.0
547,AI,-5998.487101020377,-2885.9151707844226,-377.22983632518003,1.0
301,AE,-5678.72673836322,-2885.344219671547,-215.83731030221333,1.0
2246,Z,-5894.561880796957,-2885.273576882283,-280.2296583015256,1.0
94,AB,-5598.642027375009,-2884.233838985172,-188.37936637615923,1.0
617,AJ,-6084.5262910744295,-2883.0003091086874,-372.16162204876787,1.0
230,AD,-5598.018079615759,-2882.8584231163495,-188.23156595035576,1.0
815,AM,-6318.379324378113,-2882.06662080269,-398.86145821934184,1.0
165,AC,-5514.365034923699,-2881.93819621578,-316.08087060504306,1.0
2068,W,-6297.3845395726685,-2880.2946118861305,-369.8365235845944,1.0
693,AK,-6160.329735330734,-2879.166662186871,-364.237384368388,1.0
1001,AR,-6738.684617279382,-2878.8980233405923,-454.4145159135076,1.0
2012,V,-6426.051532690809,-2876.3972254306154,-440.98662834085536,1.0
2247,Z,-5868.625511108687,-2875.811521736043,-254.15502371574377,1.0
865,AN,-6412.187263721427,-2874.6409328367245,-441.1044200909698,1.0
300,AE,-5693.343043263799,-2874.131221059093,-248.64523079600548,1.0
760,AL,-6247.367292823209,-2874.0729098370603,-378.20623497814563,1.0
421,AG,-5860.041696837326,-2872.6146588521324,-255.23493201981876,1.0
360,AF,-5778.776864264101,-2871.2135379978176,-247.89169305181824,1.0
482,AH,-5940.295465494007,-2871.1515672567234,-379.8859441885635,1.0
2124,X,-6129.502781304753,-2870.989174542608,-363.38700493861404,1.0
95,AB,-5560.288913776496,-2870.2965914542838,-197.85074722171123,1.0
38,AA,-5706.93304091881,-2869.2298832871506,-250.9703946267465,1.0
2178,Y,-5987.684358650518,-2869.1210605952806,-380.65324420565486,1.0
616,AJ,-6102.924024243093,-2868.9038141464493,-370.35577935658256,1.0
1034,AS,-6837.050995167314,-2865.8531827541296,-456.6212152260326,1.0
814,AM,-6339.582740845454,-2865.832755069882,-421.89708025214344,1.0
96,AB,-5545.274014939733,-2864.8402844662814,-213.82630583559163,1.0
546,AI,-6026.604704834902,-2864.345927240168,-377.46358612164335,1.0
97,AB,-5539.142408431312,-2862.612102458311,-274.44218070651004,1.0
908,AO,-6511.0115505590065,-2862.405846668547,-454.66487649747853,1.0
164,AC,-5540.20707806173,-2862.1523865002814,-258.2200218198163,1.0
39,AA,-5686.214096616844,-2861.68054547972,-229.70104456656875,1.0
2248,Z,-5823.957319409324,-2859.5157602928607,-254.15502371574377,1.0
940,AP,-6598.872700508794,-2858.3903153710335,-449.9238096565712,1.0
98,AB,-5522.8485798712545,-2856.6910415440752,-279.55393265316883,1.0
40,AA,-5671.797802249089,-2856.427696950019,-197.50538738033285,1.0
163,AC,-5547.757697621679,-2856.3712986408846,-210.63469253584412,1.0
692,AK,-6190.173290183087,-2856.3077691084723,-367.5680291168428,1.0
1066,AT,-6933.064575443127,-2855.5897787138874,-449.66564514992194,1.0
229,AD,-5633.636175754451,-2855.5570217973277,-188.23156595035576,1.0
2013,V,-6365.7429797699515,-2854.34331786337,-435.7446323294507,1.0
2069,W,-6224.141558730823,-2853.637721111802,-366.18773214804344,1.0
864,AN,-6440.388440882236,-2853.0310660262016,-449.26686839124596,1.0
420,AG,-5886.979528049802,-2851.9161047219577,-256.04446411266895,1.0
759,AL,-6278.354839954256,-2850.3246187309305,-393.7282414184668,1.0
1000,AR,-6776.866873314662,-2849.6802969831597,-458.3782453308693,1.0
970,AQ,-6691.329517385258,-2849.403955512194,-454.27518594819946,1.0
2179,Y,-5932.6038497294585,-2849.07442823233,-380.06683967636127,1.0
41,AA,-5651.14747810086,-2848.9033621887575,-192.79572351537234,1.0
162,AC,-5559.296463530303,-2847.536709773423,-193.97766986399876,1.0
99,AB,-5494.551270350279,-2846.4080013877924,-267.87948607710086,1.0
615,AJ,-6132.417060518731,-2846.30600639105,-367.1310011644691,1.0
299,AE,-5733.062380242562,-2843.66025911215,-250.5667911937363,1.0
1033,AS,-6867.484589244489,-2842.5648672863786,-452.96459100089913,1.0
419,AG,-5899.528413799547,-2842.2737623627786,-275.8264516475681,1.0
2125,X,-6049.792478930073,-2841.978492569155,-374.6732374624734,1.0
813,AM,-6371.368905129414,-2841.496473039975,-436.73169766193377,1.0
2249,Z,-5773.225668843694,-2841.007939765885,-252.72175825845392,1.0
2180,Y,-5906.724293333174,-2839.655525557772,-346.74283577695957,1.0
418,AG,-5903.283005069177,-2839.388800688687,-335.05114191762186,1.0
2181,Y,-5899.704228499786,-2837.100562620144,-268.83550113043884,1.0
2014,V,-6318.421225789642,-2837.0384823523727,-423.72320575912283,1.0
907,AO,-6544.59983459505,-2836.6954117667565,-457.2494716203642,1.0
42,AA,-5616.696277792585,-2836.3504181194035,-185.30714384709043,1.0
545,AI,-6064.870534835742,-2834.9918965000097,-378.1733703932449,1.0
100,AB,-5461.211273621737,-2834.292484719474,-255.2963056481516,1.0
228,AD,-5662.861280842589,-2833.1558715647325,-192.83441520901204,1.0
691,AK,-6221.009905226404,-2832.688234181677,-369.6990744829715,1.0
481,AH,-5992.15140425383,-2831.4334769075936,-382.77580184841025,1.0
863,AN,-6468.95312902253,-2831.142649713788,-458.26354868450005,1.0
2182,Y,-5879.018315066213,-2829.5718939528124,-252.14044301235032,1.0
359,AF,-5834.237539065859,-2828.7344672244126,-249.6151834732767,1.0
758,AL,-6308.6749258137115,-2827.087857773115,-420.59013335916444,1.0
999,AR,-6807.019260670132,-2826.60716578941,-456.6212152260326,1.0
2070,W,-6146.148836846594,-2825.2521550880797,-363.38700389411014,1.0
1960,U,-6422.844006128542,-2824.4340427028365,-453.7446780042547,1.0
2250,Z,-5723.787915730142,-2822.9721563509756,-250.97039482788628,1.0
417,AG,-5925.417926646536,-2822.3807175649085,-369.9722285962408,1.0
2126,X,-5992.273049493894,-2821.0442114918624,-379.30540905700053,1.0
939,AP,-6649.245431634239,-2819.8484678271097,-441.42624088335754,1.0
43,AA,-5570.850077853739,-2819.6454911945066,-191.7063018314198,1.0
101,AB,-5420.786546023138,-2819.6024274581973,-263.2840852236878,1.0
2015,V,-6270.619132860801,-2819.557994296939,-394.8949302579583,1.0
161,AC,-5596.633056905083,-2818.9501646619347,-191.82028991054975,1.0
227,AD,-5682.953540315693,-2817.7550809906056,-207.7936757616198,1.0
614,AJ,-6169.84114074436,-2817.6313673183663,-364.45473647377855,1.0
1032,AS,-6902.538028119076,-2815.7413662345207,-451.31312270842386,1.0
906,AO,-6572.940399284104,-2815.001887836329,-450.7603288201458,1.0
2251,Z,-5695.697913748841,-2812.7244173266013,-242.26014891086234,1.0
102,AB,-5401.614365601532,-2812.635394037132,-276.6635265433843,1.0
544,AI,-6094.4952124427045,-2812.2665643401433,-372.22147147094967,1.0
44,AA,-5548.555564953415,-2811.5220652764833,-205.62438964211862,1.0
690,AK,-6250.87819347278,-2809.810396375942,-380.9675006115848,1.0
969,AQ,-6744.23630995989,-2808.9458200139466,-456.05955796229136,1.0
1961,U,-6377.088451967162,-2807.7394486169273,-438.93414456982725,1.0
2183,Y,-5818.3119624884885,-2807.4777275033807,-251.0595715866088,1.0
226,AD,-5697.134569234412,-2806.885270315743,-245.15785720995487,1.0
298,AE,-5782.6855333499425,-2805.591516654772,-250.08849026736675,1.0
416,AG,-5947.37653162249,-2805.508113006178,-379.79032599776525,1.0
2252,Z,-5673.90965161929,-2804.7756665843654,-200.64516363226574,1.0
2127,X,-5947.325008188398,-2804.6853056441078,-374.67549878811855,1.0
103,AB,-5379.485129205111,-2804.5937875966465,-264.43895615061,1.0
45,AA,-5529.3802637042,-2804.5351829054625,-243.3017032697523,1.0
2016,V,-6227.467518356757,-2803.7781144696364,-373.92485197061575,1.0
998,AR,-6837.452854747307,-2803.3188503216584,-452.96459100089913,1.0
812,AM,-6421.522234181578,-2803.0978304844125,-457.46360140054054,1.0
480,AH,-6034.129136325513,-2799.2814149654346,-380.82947825662836,1.0
938,AP,-6676.248724096437,-2799.187353013417,-452.0958290274065,1.0
757,AL,-6346.151888959345,-2798.3661965589386,-428.30484782983234,1.0
862,AN,-6514.269450672883,-2796.417869623123,-458.14913985289905,1.0
2071,W,-6066.438534382455,-2796.241473082067,-374.67323740374854,1.0
905,AO,-6598.138815951711,-2795.713547572639,-449.1513745834472,1.0
104,AB,-5347.918048604161,-2793.122535985409,-245.37840114786496,1.0
46,AA,-5494.318762821781,-2791.7598643207316,-246.69408177791945,1.0
2128,X,-5911.741940193274,-2791.7347956285516,-351.2360647974296,1.0
2253,Z,-5633.564188115798,-2790.056914301029,-185.30714335193727,1.0
2129,X,-5903.170148287873,-2788.615079337158,-316.7640395996396,1.0
613,AJ,-6208.03153678366,-2788.3695707460156,-368.7307108987006,1.0
1962,U,-6323.798021022613,-2788.2956427317545,-431.1654006499983,1.0
160,AC,-5637.227980177154,-2787.8688982548524,-187.61408300125714,1.0
2130,X,-5900.499596024318,-2787.643127906748,-267.33775821942095,1.0
105,AB,-5332.32565371655,-2787.4563710575,-250.293957685766,1.0
2184,Y,-5762.524532637497,-2787.17381022659,-248.3959256485446,1.0
358,AF,-5890.1457768957025,-2785.9125938866036,-250.68476607820665,1.0
689,AK,-6283.455708803611,-2784.857405909774,-380.8900520334673,1.0
106,AB,-5318.982795704471,-2782.607671762039,-285.3618816634986,1.0
225,AD,-5730.128044614716,-2781.595650433775,-251.0126305388604,1.0
2131,X,-5882.628535701252,-2781.13892917565,-255.13592875871603,1.0
543,AI,-6135.919599476974,-2780.489578701272,-366.2695704645613,1.0
2017,V,-6162.5979320582055,-2780.0563073483295,-363.3870050846506,1.0
297,AE,-5818.486746303998,-2778.126370442469,-250.4210786994699,1.0
1931,T,-6441.481111073181,-2777.9195467811323,-455.79825203913333,1.0
997,AR,-6872.506293621894,-2776.4953492698005,-451.31312270842386,1.0
479,AH,-6064.824985794828,-2775.7705008498447,-378.1977141635624,1.0
357,AF,-5903.962059543619,-2775.3302695545594,-277.663641554886,1.0
2072,W,-6008.919104613836,-2775.3071918837827,-379.30540846845656,1.0
415,AG,-5986.95173926047,-2775.0992218431716,-377.839458562032,1.0
107,AB,-5297.038707649644,-2774.633346906401,-320.02935694380807,1.0
2254,Z,-5590.67423150951,-2774.4098850711785,-186.9966377118978,1.0
356,AF,-5907.433904134615,-2772.6710748617015,-344.4915807057366,1.0
756,AL,-6380.683757331579,-2771.9016022793644,-439.2023048560868,1.0
968,AQ,-6793.709983918596,-2771.113010516113,-452.8779085374427,1.0
47,AA,-5435.317836175123,-2770.2617648174282,-254.54352227497355,1.0
1963,U,-6274.161346318237,-2770.1849641234007,-421.26004350434766,1.0
937,AP,-6714.432534998129,-2769.971652662486,-456.0595584447682,1.0
1937,T,-6416.055942986097,-2768.6427962628723,-453.1790884341192,1.0
159,AC,-5662.660786074197,-2768.396418647791,-192.47335231313969,1.0
811,AM,-6467.761166744246,-2767.6961477411196,-461.08771282827445,1.0
2185,Y,-5704.516746515257,-2766.06179101399,-246.49961872259226,1.0
861,AN,-6558.761988142611,-2762.324335041197,-458.16247177971735,1.0
904,AO,-6642.23502104109,-2761.9597360010252,-458.0140766729521,1.0
612,AJ,-6242.686539118437,-2761.816622002276,-374.33462879838083,1.0
2255,Z,-5550.685218551578,-2759.8211723716213,-199.3448372986473,1.0
688,AK,-6316.437919290955,-2759.5944361747875,-381.51546649381896,1.0
1964,U,-6243.770324602904,-2759.096348092131,-373.9248522205004,1.0
2073,W,-5963.971063338848,-2758.948286047132,-374.6754989055688,1.0
1932,T,-6388.0329135875545,-2758.4181774282683,-446.08473517554427,1.0
48,AA,-5399.917279474721,-2757.3629048558673,-271.81229104353855,1.0
2018,V,-6097.465023682361,-2756.238207404996,-366.93611779770833,1.0
2186,Y,-5676.858409786026,-2755.995498616869,-195.3041803810745,1.0
2132,X,-5813.47762412943,-2755.9713530403246,-249.5618285457232,1.0
296,AE,-5847.626663014083,-2755.7714833585082,-258.9887525526732,1.0
414,AG,-6012.833816325892,-2755.211890568638,-376.85035892477543,1.0
2256,Z,-5536.276124223313,-2754.564475047358,-188.6082235393111,1.0
224,AD,-5767.648350660238,-2752.8361982448473,-251.91425572677153,1.0
2257,Z,-5527.578976248477,-2751.391598706452,-136.32239011815304,1.0
355,AF,-5935.3288095053,-2751.305491704007,-363.7754541644123,1.0
49,AA,-5380.7419782255065,-2750.376022484846,-238.84464182245532,1.0
2187,Y,-5655.880368764726,-2748.3605096836404,-159.33848796789775,1.0
478,AH,-6100.755196901287,-2748.250424941098,-361.2062178562961,1.0
542,AI,-6178.699267958137,-2747.6729455948607,-359.4671484645485,1.0
1930,T,-6356.4788073465825,-2746.905192718725,-432.94902281746425,1.0
936,AP,-6744.586150838224,-2746.9001209301136,-454.3025283399315,1.0
158,AC,-5691.639018185329,-2746.209404123439,-223.83308705536388,1.0
755,AL,-6414.208125178655,-2746.2091380318902,-449.98710779363256,1.0
50,AA,-5364.516723283181,-2744.4640450797197,-237.27475350640853,1.0
413,AG,-6031.32032899947,-2741.007180462838,-358.36566150249826,1.0
2074,W,-5912.779070494134,-2740.3168848384844,-333.83761506830274,1.0
2133,X,-5768.9496061091895,-2739.765315285991,-221.43655286437124,1.0
2258,Z,-5494.438059396076,-2739.3011948980798,-111.78155788807436,1.0
2075,W,-5909.610671157386,-2739.163741232388,-263.3244316879758,1.0
611,AJ,-6273.670727538175,-2738.076281169864,-371.73354516066115,1.0
1965,U,-6181.564865671868,-2736.3997617254013,-360.5328576671096,1.0
1871,S,-6451.140086972942,-2735.4749811249553,-449.6868712555422,1.0
967,AQ,-6840.4154834496085,-2735.3970402865148,-450.4444396620629,1.0
2188,Y,-5619.8046887191695,-2735.230712786644,-121.7827764822265,1.0
2019,V,-6039.977613944796,-2735.215948384847,-356.09405097721236,1.0
687,AK,-6349.851254997284,-2734.0012428678115,-388.15934336016517,1.0
810,AM,-6513.667457489322,-2732.549143889421,-460.22928864633036,1.0
477,AH,-6122.61498855556,-2731.507324715705,-337.7164124962591,1.0
1929,T,-6313.821871071635,-2731.341175429217,-391.12930862533426,1.0
903,AO,-6682.76258159399,-2730.937573445606,-458.0352689549061,1.0
2076,W,-5886.666577664533,-2730.8132046058736,-209.1683442661356,1.0
51,AA,-5323.216074477862,-2729.4153753717833,-276.52195545008897,1.0
157,AC,-5714.515277764046,-2728.694329304888,-249.85051714737187,1.0
2134,X,-5737.389571877724,-2728.2789943351972,-190.21406896683933,1.0
2259,Z,-5462.67174515045,-2727.7122708968595,-95.26143581616748,1.0
412,AG,-6048.7551074256835,-2727.6106043926957,-342.35186484330666,1.0
354,AF,-5967.054143006462,-2727.0060634708875,-334.94029452540013,1.0
1872,S,-6425.816290589238,-2726.182942451879,-438.227247048771,1.0
223,AD,-5803.00944729623,-2725.731787987186,-252.3636343508554,1.0
2260,Z,-5455.467197986317,-2725.0839222347277,-59.9839892806354,1.0
295,AE,-5888.410795480487,-2724.4836562458004,-278.75925152443426,1.0
2261,Z,-5450.307674099541,-2723.201634924214,-31.54230911782753,1.0
860,AN,-6611.550754257832,-2721.873604976385,-458.0140768358042,1.0
935,AP,-6777.7426699926955,-2721.530968259864,-451.7882304724703,1.0
1966,U,-6138.5216636846735,-2720.6948096489928,-333.44269928634105,1.0
2189,Y,-5577.716810064356,-2719.912767349017,-97.05371171606043,1.0
2020,V,-5997.96119861521,-2719.8511933856394,-332.89505406061534,1.0
2077,W,-5854.066621213607,-2718.9484024313597,-170.24488725033564,1.0
1873,S,-6404.055518634114,-2718.198281246299,-417.5787557432186,1.0
2135,X,-5705.373350826527,-2716.626643519337,-137.19068665209792,1.0
541,AI,-6220.29346575713,-2715.7656967313947,-338.2955204841884,1.0
754,AL,-6456.552089957768,-2713.757495508866,-452.5285691753168,1.0
686,AK,-6376.62884314043,-2713.4907498219977,-393.2727057930571,1.0
52,AA,-5278.9653793656535,-2713.2918006979526,-323.6185973492336,1.0
1874,S,-6387.061874382251,-2711.9628180798672,-403.2256009687308,1.0
610,AJ,-6308.620745635619,-2711.2972889144553,-371.90084573316176,1.0
1928,T,-6255.219721270594,-2709.9593099612694,-361.78471589159676,1.0
2190,Y,-5546.7045960489995,-2708.625826372891,-57.41485830345823,1.0
2262,Z,-5409.962210596048,-2708.4828826408775,-26.940903142952436,1.0
411,AG,-6074.939140516527,-2707.491255436864,-329.7762741810075,1.0
476,AH,-6154.348554807571,-2707.201590760426,-332.90607139378386,1.0
902,AO,-6714.365730180351,-2706.7466771929335,-457.19838909772506,1.0
2021,V,-5960.516590869646,-2706.15827790156,-307.14421991820416,1.0
2078,W,-5815.223300158407,-2704.8113185117895,-152.53546897399968,1.0
1967,U,-6092.427792001933,-2703.8767753863713,-316.13599741289374,1.0
156,AC,-5749.211397135386,-2702.1294477248684,-240.987174317174,1.0
2136,X,-5664.693845986061,-2701.8212778061693,-115.15173624821304,1.0
353,AF,-6000.738137995652,-2701.2064349558823,-316.8555053798917,1.0
222,AD,-5837.082280255815,-2699.614836562174,-252.38905312994027,1.0
2263,Z,-5383.1670351865405,-2698.707519688189,-24.822298291316656,1.0
809,AM,-6559.386175485216,-2697.5457504238143,-460.76672106879255,1.0
934,AP,-6809.657334930742,-2697.1119994452815,-450.4444403433512,1.0
1875,S,-6345.105829889308,-2696.5679230139526,-392.7885221538676,1.0
685,AK,-6400.187143430269,-2695.446094280844,-399.9626675569321,1.0
294,AE,-5926.466020146276,-2695.289329480134,-292.4342205676036,1.0
1821,R,-6467.509275770777,-2695.211202471206,-454.79535413180326,1.0
2022,V,-5928.7154571205865,-2694.5290938096164,-273.28347523693714,1.0
2191,Y,-5507.970409164156,-2694.528461995392,-36.45250891575097,1.0
609,AJ,-6330.929071709877,-2694.204465399798,-380.29283574942497,1.0
540,AI,-6249.7250718644555,-2693.188471295864,-341.10386561626814,1.0
859,AN,-6652.062341558504,-2690.8305743660517,-462.53360958491544,1.0
1925,T,-6196.083086954373,-2688.3824298729187,-347.0407444895106,1.0
1876,S,-6316.410800536496,-2686.038880747488,-376.2873839829764,1.0
1968,U,-6042.121914045535,-2685.5219280239016,-303.9022150516462,1.0
1822,R,-6439.585343792733,-2684.9503610870324,-436.950124155779,1.0
2023,V,-5902.042853494225,-2684.7753340779655,-241.03728036908186,1.0
2079,W,-5758.612112082439,-2684.2075932155103,-144.67831916405822,1.0
2264,Z,-5342.548559268842,-2683.8891675553027,-35.34596402771234,1.0
2024,V,-5899.391560672484,-2683.805797188213,-178.21212131319564,1.0
2137,X,-5611.897755238339,-2682.6060628026657,-81.7236245062337,1.0
901,AO,-6746.022139429239,-2682.515012117559,-454.31919070154584,1.0
753,AL,-6498.119789969039,-2681.9007681498015,-456.2355768092674,1.0
1823,R,-6423.822044658671,-2679.1580281078136,-404.8075446267569,1.0
155,AC,-5779.2806245949305,-2679.1071189705676,-240.18141537409258,1.0
410,AG,-6112.515587924695,-2678.618176362205,-329.41901633904223,1.0
475,AH,-6191.749098151553,-2678.5553412628915,-328.9991434833696,1.0
684,AK,-6427.958999150729,-2674.1740345800663,-404.9846248009095,1.0
